Denumire Produs,Nume categorie,Link,Cod EAN,cod SKU,cod mpn
Pachet Email Poliesteric “Emex Estada” - Verde - Bid. 4 Kg + Intaritor - Bid. 1 Kg,Vopsea,vopsea-poliesterica-metal,5941930703843,EMX-125-NS-4-4VD,PCK412504VD
Pachet Email Poliesteric “Emex Estada” - Verde - Bid. 20 Kg + Intaritor - Bid. 5 Kg,Vopsea,vopsea-poliesterica-metal,5941930703850,EMX-125-NS-4-20VD,PCK412520VD
Pachet Email Poliesteric “Emex Estada” - Rosu - Bid. 4 Kg + Intaritor - Bid. 1 Kg,Vopsea,vopsea-poliesterica-metal,5941930703867,EMX-125-NS-4-4RO,PCK412504RO
Pachet Email Poliesteric “Emex Estada” - Rosu - Bid. 20 Kg + Intaritor - Bid. 5 Kg,Vopsea,vopsea-poliesterica-metal,5941930703874,EMX-125-NS-4-20RO,PCK412520RO
Pachet Email Poliesteric “Emex Estada” - Maro - Bid. 4 Kg + Intaritor - Bid. 1 Kg,Vopsea,vopsea-poliesterica-metal,5941930703881,EMX-125-NS-4-4MR,PCK412504MR
Pachet Email Poliesteric “Emex Estada” - Maro - Bid. 20 Kg + Intaritor - Bid. 5 Kg,Vopsea,vopsea-poliesterica-metal,5941930703898,EMX-125-NS-4-20MR,PCK412520MR
Pachet Email Poliesteric “Emex Estada” - Negru - Bid. 4 Kg + Intaritor - Bid. 1 Kg,Vopsea,vopsea-poliesterica-metal,5941930703904,EMX-125-NS-4-4NG,PCK412504NG
Pachet Email Poliesteric “Emex Estada” - Negru - Bid. 20 Kg + Intaritor - Bid. 5 Kg,Vopsea,vopsea-poliesterica-metal,5941930703911,EMX-125-NS-4-20NG,PCK412520NG
Pachet Email Poliuretanic “Emex” - Alb - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930703928,EMX-126-S-4-4AB,PCK412604AB
Pachet Email Poliuretanic “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930703935,EMX-126-S-4-20AB,PCK412620AB
Pachet Email Poliuretanic “Emex” - Gri - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930703942,EMX-126-S-4-4GR,PCK412604GR
Pachet Email Poliuretanic “Emex” - Gri - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930703959,EMX-126-S-4-20GR,PCK412620GR
Pachet Email Poliuretanic “Emex” - Crem - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930703966,EMX-126-S-4-4CR,PCK412604CR
Pachet Email Poliuretanic “Emex” - Crem - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930703973,EMX-126-S-4-20CR,PCK412620CR
Pachet Email Poliuretanic “Emex” - Galben - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930703980,EMX-126-S-4-4GB,PCK412604GB
Pachet Email Poliuretanic “Emex” - Galben - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930703997,EMX-126-S-4-20GB,PCK412620GB
Pachet Email Poliuretanic “Emex” - Albastru - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930704000,EMX-126-S-4-4AL,PCK412604AL
Pachet Email Poliuretanic “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930704017,EMX-126-S-4-20AL,PCK412620AL
Pachet Email Poliuretanic “Emex” - Verde - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930704024,EMX-126-S-4-4VD,PCK412604VD
Pachet Email Poliuretanic “Emex” - Verde - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930704031,EMX-126-S-4-20VD,PCK412620VD
Pachet Email Poliuretanic “Emex” - Rosu - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930704048,EMX-126-S-4-4RO,PCK412604RO
Pachet Email Poliuretanic “Emex” - Rosu - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930704055,EMX-126-S-4-20RO,PCK412620RO
Pachet Email Poliuretanic “Emex” - Maro - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930704062,EMX-126-S-4-4MR,PCK412604MR
Pachet Email Poliuretanic “Emex” - Maro - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930704079,EMX-126-S-4-20MR,PCK412620MR
Pachet Email Poliuretanic “Emex” - Negru - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica,5941930704086,EMX-126-S-4-4NG,PCK412604NG
Pachet Email Poliuretanic “Emex” - Negru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica,5941930704093,EMX-126-S-4-20NG,PCK412620NG
Email Clorcauciuc “Emex” - Alb - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704109,EMX-114-S-4-5AB,CLC411405AB
Email Clorcauciuc “Emex” - Alb - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704116,EMX-114-S-4-23AB,CLC411423AB
Email Clorcauciuc “Emex” - Gri - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704123,EMX-114-S-4-5GR,CLC411405GR
Email Clorcauciuc “Emex” - Gri - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704130,EMX-114-S-4-23GR,CLC411423GR
Email Clorcauciuc “Emex” - Crem - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704147,EMX-114-S-4-5CR,CLC411405CR
Email Clorcauciuc “Emex” - Crem - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704154,EMX-114-S-4-23CR,CLC411423CR
Email Clorcauciuc “Emex” - Galben - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704161,EMX-114-S-4-5GB,CLC411405GB
Email Clorcauciuc “Emex” - Galben - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704178,EMX-114-S-4-23GB,CLC411423GB
Email Clorcauciuc “Emex” - Albastru - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704185,EMX-114-S-4-5AL,CLC411405AL
Email Clorcauciuc “Emex” - Albastru - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704192,EMX-114-S-4-23AL,CLC411423AL
Email Clorcauciuc “Emex” - Verde - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704208,EMX-114-S-4-5VD,CLC411405VD
Email Clorcauciuc “Emex” - Verde - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704215,EMX-114-S-4-23VD,CLC411423VD
Email Clorcauciuc “Emex” - Rosu - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704222,EMX-114-S-4-5RO,CLC411405RO
Email Clorcauciuc “Emex” - Rosu - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704239,EMX-114-S-4-23RO,CLC411423RO
Email Clorcauciuc “Emex” - Maro - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704246,EMX-114-S-4-5MR,CLC411405MR
Email Clorcauciuc “Emex” - Maro - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704253,EMX-114-S-4-23MR,CLC411423MR
Email Clorcauciuc “Emex” - Negru - Bid. 4 Kg,Vopsea,vopsea-clorcauciuc,5941930704260,EMX-114-S-4-5NG,CLC411405NG
Email Clorcauciuc “Emex” - Negru - Bid. 20 Kg,Vopsea,vopsea-clorcauciuc,5941930704277,EMX-114-S-4-23NG,CLC411423NG
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Alb - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704284,EMX-127-NS-4-5AB,ESN412705AB
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Alb - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704291,EMX-127-NS-4-23AB,ESN412723AB
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Gri - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704307,EMX-127-NS-4-5GR,ESN412705GR
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Gri - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704314,EMX-127-NS-4-23GR,ESN412723GR
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Crem - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704321,EMX-127-NS-4-5CR,ESN412705CR
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Crem - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704338,EMX-127-NS-4-23CR,ESN412723CR
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Galben - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704345,EMX-127-NS-4-5GB,ESN412705GB
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Galben - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704352,EMX-127-NS-4-23GB,ESN412723GB
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Albastru - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704369,EMX-127-NS-4-5AL,ESN412705AL
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Albastru - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704376,EMX-127-NS-4-23AL,ESN412723AL
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Verde - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704383,EMX-127-NS-4-5VD,ESN412705VD
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Verde - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704390,EMX-127-NS-4-23VD,ESN412723VD
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Rosu - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704406,EMX-127-NS-4-5RO,ESN412705RO
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Rosu - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704413,EMX-127-NS-4-23RO,ESN412723RO
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Maro - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704420,EMX-127-NS-4-5MR,ESN412705MR
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Maro - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704437,EMX-127-NS-4-23MR,ESN412723MR
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Negru - Bid. 5 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704444,EMX-127-NS-4-5NG,ESN412705NG
Vopsea Epoxidica Monocomponenta Epoxi-Ester “Emex Esine” - Negru - Bid. 23 Kg,Vopsea,vopsea-epoxidica-monocomponenta-epoxi-ester,5941930704451,EMX-127-NS-4-23NG,ESN412723NG
Pachet Vopsea Poliuretanica de Yachturi “Emex” - Alb - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,poliuretanica-yachturi-ambarcatiuni,5941930704468,EMX-090-S-4-4AB,PCK409004AB
Pachet Vopsea Poliuretanica de Yachturi “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,poliuretanica-yachturi-ambarcatiuni,5941930704475,EMX-090-S-4-20AB,PCK409020AB
Pachet Vopsea Poliuretanica de Yachturi “Emex” - Albastru - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,poliuretanica-yachturi-ambarcatiuni,5941930704482,EMX-090-S-4-4AL,PCK409004AL
Pachet Vopsea Poliuretanica de Yachturi “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,poliuretanica-yachturi-ambarcatiuni,5941930704499,EMX-090-S-4-20AL,PCK409020AL
Pachet Lac Poliuretanic “Emex UV Shield” - Transparent - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,Lacuri Parchet,lac-poliuretanic-protectie-radiatii,5941930704505,EMX-063-S-4-3TR,PCK406303TR
Pachet Lac Poliuretanic “Emex UV Shield” - Transparent - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,Lacuri Parchet,lac-poliuretanic-protectie-radiatii,5941930704512,EMX-063-S-4-16TR,PCK406316TR
Pachet Vopsea Intermediara Epoxy-Poliamidica “Emex Spark” - Gri - Bid 6 Kg + Intaritor Bid.0.84 Kg,Vopsea,vopsea-intermediara-epoxy-poliamidica-cu-micaceu,5941930704529,EMX-164-NS-4-6GR,SPK41646GR
Pachet Vopsea IntermediaraEpoxy-Poliamidica “Emex Spark” - Gri - Bid 30 Kg + Intaritor Bid.4.20 Kg,Vopsea,vopsea-intermediara-epoxy-poliamidica-cu-micaceu,5941930704536,EMX-164-NS-4-30GR,SPK416430GR
Pachet Vopsea IntermediaraEpoxy-Poliamidica “Emex Spark” - Rosu-Oxid - Bid 6 Kg + Intaritor Bid.0.84 Kg,Vopsea,vopsea-intermediara-epoxy-poliamidica-cu-micaceu,5941930704543,EMX-164-NS-4-6NG,SPK41646NG
Pachet Vopsea IntermediaraEpoxy-Poliamidica “Emex Spark” - Rosu-Oxid - Bid 30 Kg + Intaritor Bid.4.20 Kg,Vopsea,vopsea-intermediara-epoxy-poliamidica-cu-micaceu,5941930704550,EMX-164-NS-4-30NG,SPK416430NG
Pachet Vopsea IntermediaraEpoxy-Poliamidica “Emex Spark” - Negru - Bid 6 Kg + Intaritor Bid.0.84 Kg,Vopsea,vopsea-intermediara-epoxy-poliamidica-cu-micaceu,5941930704567,EMX-164-NS-4-6RO,SPK41646RO
Pachet Vopsea IntermediaraEpoxy-Poliamidica “Emex Spark” - Negru - Bid 30 Kg + Intaritor Bid.4.20 Kg,Vopsea,vopsea-intermediara-epoxy-poliamidica-cu-micaceu,5941930704574,EMX-164-NS-4-30RO,SPK416430RO
Email Alchido-Melaminic “Emex” - Alb - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704581,EMX-134-S-4-5AB,AUT413405AB
Email Alchido-Melaminic “Emex” - Alb - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704598,EMX-134-S-4-23AB,AUT413423AB
Email Alchido-Melaminic “Emex” - Gri - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704604,EMX-134-S-4-5GR,AUT413405GR
Email Alchido-Melaminic “Emex” - Gri - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704611,EMX-134-S-4-23GR,AUT413423GR
Email Alchido-Melaminic “Emex” - Crem - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704628,EMX-134-S-4-5CR,AUT413405CR
Email Alchido-Melaminic “Emex” - Crem - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704635,EMX-134-S-4-23CR,AUT413423CR
Email Alchido-Melaminic “Emex” - Galben - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704642,EMX-134-S-4-5GB,AUT413405GB
Email Alchido-Melaminic “Emex” - Galben - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704659,EMX-134-S-4-23GB,AUT413423GB
Email Alchido-Melaminic “Emex” - Albastru - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704666,EMX-134-S-4-5AL,AUT413405AL
Email Alchido-Melaminic “Emex” - Albastru - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704673,EMX-134-S-4-23AL,AUT413423AL
Email Alchido-Melaminic “Emex” - Verde - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704680,EMX-134-S-4-5VD,AUT413405VD
Email Alchido-Melaminic “Emex” - Verde - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704697,EMX-134-S-4-23VD,AUT413423VD
Email Alchido-Melaminic “Emex” - Rosu - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704703,EMX-134-S-4-5RO,AUT413405RO
Email Alchido-Melaminic “Emex” - Rosu - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704710,EMX-134-S-4-23RO,AUT413423RO
Email Alchido-Melaminic “Emex” - Maro - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704727,EMX-134-S-4-5MR,AUT413405MR
Email Alchido-Melaminic “Emex” - Maro - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704734,EMX-134-S-4-23MR,AUT413423MR
Email Alchido-Melaminic “Emex” - Negru - Bid. 5 Kg,Vopsea,vopsea-utilaje,5941930704741,EMX-134-S-4-5NG,AUT413405NG
Email Alchido-Melaminic “Emex” - Negru - Bid. 23 Kg,Vopsea,vopsea-utilaje,5941930704758,EMX-134-S-4-23NG,AUT413423NG
Email Lovitura de Ciocan “Emex” - Argintiu - Bid. 4 Kg,Vopsea,lovitura-de-ciocan,5941930704765,EMX-078-S-4-4AG,HAM407804AG
Email Lovitura de Ciocan “Emex” - Argintiu - Bid. 20 Kg,Vopsea,lovitura-de-ciocan,5941930704772,EMX-078-S-4-20AG,HAM407820AG
Email Lovitura de Ciocan “Emex” - Auriu - Bid. 4 Kg,Vopsea,lovitura-de-ciocan,5941930704789,EMX-078-S-4-4AR,HAM407804AR
Email Lovitura de Ciocan “Emex” - Auriu - Bid. 20 Kg,Vopsea,lovitura-de-ciocan,5941930704796,EMX-078-S-4-20AR,HAM407820AR
Email Lovitura de Ciocan “Emex” - Albastru - Bid. 4 Kg,Vopsea,lovitura-de-ciocan,5941930704802,EMX-078-S-4-4AL,HAM407804AL
Email Lovitura de Ciocan “Emex” - Albastru - Bid. 20 Kg,Vopsea,lovitura-de-ciocan,5941930704819,EMX-078-S-4-20AL,HAM407820AL
Email Lovitura de Ciocan “Emex” - Verde - Bid. 4 Kg,Vopsea,lovitura-de-ciocan,5941930704826,EMX-078-S-4-4VD,HAM407804VD
Email Lovitura de Ciocan “Emex” - Verde - Bid. 20 Kg,Vopsea,lovitura-de-ciocan,5941930704833,EMX-078-S-4-20VD,HAM407820VD
Email Lovitura de Ciocan “Emex” - Maro - Bid. 4 Kg,Vopsea,lovitura-de-ciocan,5941930704840,EMX-078-S-4-4MR,HAM407804MR
Email Lovitura de Ciocan “Emex” - Maro - Bid. 20 Kg,Vopsea,lovitura-de-ciocan,5941930704857,EMX-078-S-4-20MR,HAM407820MR
Email Lovitura de Ciocan “Emex” - Negru - Bid. 4 Kg,Vopsea,lovitura-de-ciocan,5941930704864,EMX-078-S-4-4NG,HAM407804NG
Email Lovitura de Ciocan “Emex” - Negru - Bid. 20 Kg,Vopsea,lovitura-de-ciocan,5941930704871,EMX-078-S-4-20NG,HAM407820NG
Vopsea Siliconica Termorezistenta “Emex TRS 700” - Argintiu - Bid. 4 Kg,Vopsea,vopsea-termorezistenta-siliconica,5941930704888,EMX-131-S-4-4AG,TRS413104AG
Vopsea Siliconica Termorezistenta “Emex TRS 700” - Argintiu - Bid. 20 Kg,Vopsea,vopsea-termorezistenta-siliconica,5941930704895,EMX-131-S-4-20AG,TRS413120AG
Vopsea Siliconica Termorezistenta “Emex TRS 700” - Negru - Bid. 4 Kg,Vopsea,vopsea-termorezistenta-siliconica,5941930704901,EMX-131-S-4-4NG,TRS413104NG
Vopsea Siliconica Termorezistenta “Emex TRS 700” - Negru - Bid. 20 Kg,Vopsea,vopsea-termorezistenta-siliconica,5941930704918,EMX-131-S-4-20NG,TRS413120NG
Vopsea Metalizata Acrilica “Emex” - Argintiu - Bid. 4 Kg,Vopsea,vopsea-metalizata-acrilica,5941930704925,EMX-124-NS-4-4AG,ACR412404AG
Vopsea Metalizata Acrilica “Emex” - Argintiu - Bid. 20 Kg,Vopsea,vopsea-metalizata-acrilica,5941930704932,EMX-124-NS-4-20AG,ACR412420AG
Vopsea Metalizata Acrilica “Emex” - Auriu - Bid. 4 Kg,Vopsea,vopsea-metalizata-acrilica,5941930704949,EMX-124-NS-4-4AR,ACR412404AR
Vopsea Metalizata Acrilica “Emex” - Auriu - Bid. 20 Kg,Vopsea,vopsea-metalizata-acrilica,5941930704956,EMX-124-NS-4-20AR,ACR412420AR
Lac protectie metal “Emex Bliss” - Transparent - Bid. 4 Kg,Lacuri Parchet,lac-protectie-metal-aluminiu,5941930704963,EMX-166-NS-4-4TR,LAC41664TR
Lac protectie metal “Emex Bliss” - Transparent - Bid. 20 Kg,Lacuri Parchet,lac-protectie-metal-aluminiu,5941930704970,EMX-166-NS-4-20TR,LAC416620TR
Convertor de Rugina “Emex Oxifer” - Bid. 3 Kg,Vopsea,convertor-rugina,5941930704994,EMX-015-NS-4-3OX,RUG401503OX
Pachet Vopsea Poliuretanica de Mobila “Emex” - Alb - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705007,EMX-128-S-4-4AB,PCK412804AB
Pachet Vopsea Poliuretanica de Mobila “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705014,EMX-128-S-4-20AB,PCK412820AB
Pachet Vopsea Poliuretanica de Mobila “Emex” - Gri - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705021,EMX-128-S-4-4GR,PCK412804GR
Pachet Vopsea Poliuretanica de Mobila “Emex” - Gri - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705038,EMX-128-S-4-20GR,PCK412820GR
Pachet Vopsea Poliuretanica de Mobila “Emex” - Crem - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705045,EMX-128-S-4-4CR,PCK412804CR
Pachet Vopsea Poliuretanica de Mobila “Emex” - Crem - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705052,EMX-128-S-4-20CR,PCK412820CR
Pachet Vopsea Poliuretanica de Mobila “Emex” - Galben - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705069,EMX-128-S-4-4GB,PCK412804GB
Pachet Vopsea Poliuretanica de Mobila “Emex” - Galben - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705076,EMX-128-S-4-20GB,PCK412820GB
Pachet Vopsea Poliuretanica de Mobila “Emex” - Albastru - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705083,EMX-128-S-4-4AL,PCK412804AL
Pachet Vopsea Poliuretanica de Mobila “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705090,EMX-128-S-4-20AL,PCK412820AL
Pachet Vopsea Poliuretanica de Mobila “Emex” - Verde - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705106,EMX-128-S-4-4VD,PCK412804VD
Pachet Vopsea Poliuretanica de Mobila “Emex” - Verde - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705113,EMX-128-S-4-20VD,PCK412820VD
Pachet Vopsea Poliuretanica de Mobila “Emex” - Rosu - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705120,EMX-128-S-4-4RO,PCK412804RO
Pachet Vopsea Poliuretanica de Mobila “Emex” - Rosu - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705137,EMX-128-S-4-20RO,PCK412820RO
Pachet Vopsea Poliuretanica de Mobila “Emex” - Negru - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705144,EMX-128-S-4-4NG,PCK412804NG
Pachet Vopsea Poliuretanica de Mobila “Emex” - Negru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-mobila,5941930705151,EMX-128-S-4-20NG,PCK412820NG
Pachet Lac Poliuretanic pentru Mobila “Emex” - Transparent - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705168,EMX-062-S-4-3TR,PCK406203TR
Pachet Lac Poliuretanic pentru Mobila “Emex” - Transparent - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705175,EMX-062-S-4-16TR,PCK406216TR
Pachet Lac Poliuretanic pentru Mobila “Emex” - Cires - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705182,EMX-062-S-4-3CS,PCK406203CS
Pachet Lac Poliuretanic pentru Mobila “Emex” - Cires - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705199,EMX-062-S-4-16CS,PCK406216CS
Pachet Lac Poliuretanic pentru Mobila “Emex” - Bambus - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705205,EMX-062-S-4-3BM,PCK406203BM
Pachet Lac Poliuretanic pentru Mobila “Emex” - Bambus - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705212,EMX-062-S-4-16BM,PCK406216BM
Pachet Lac Poliuretanic pentru Mobila “Emex” - Stejar - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705229,EMX-062-S-4-3ST,PCK406203ST
Pachet Lac Poliuretanic pentru Mobila “Emex” - Stejar - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705236,EMX-062-S-4-16ST,PCK406216ST
Pachet Lac Poliuretanic pentru Mobila “Emex” - Castan - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705243,EMX-062-S-4-3CT,PCK406203CT
Pachet Lac Poliuretanic pentru Mobila “Emex” - Castan - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705250,EMX-062-S-4-16CT,PCK406216CT
Pachet Lac Poliuretanic pentru Mobila “Emex” - Mahon - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,Lacuri Parchet,lac-poliuretanic-mobila,5941930705267,EMX-062-S-4-3MH,PCK406203MH
